engagement_id,audience_id,channel_type,impressions,reach,frequency,engagement_rate
ENG_003109,AUD_000885,OOH,9417,7409,1.27,0.0242
ENG_003110,AUD_000885,Print,9673,7649,1.26,0.0096
ENG_003111,AUD_000886,TV,118314,93874,1.26,0.0053
ENG_003112,AUD_000886,Digital,39900,35154,1.14,0.0273
ENG_003113,AUD_000886,Social,20504,17556,1.17,0.0704
ENG_003114,AUD_000886,Print,10124,7740,1.31,0.0265
ENG_003115,AUD_000887,Radio,6605,5083,1.3,0.0222
ENG_003116,AUD_000887,Streaming,71384,46008,1.55,0.0091
ENG_003117,AUD_000888,Print,16425,12307,1.33,0.016
ENG_003118,AUD_000888,OOH,13629,10039,1.36,0.0157
ENG_003119,AUD_000889,OOH,17733,14316,1.24,0.0049
ENG_003120,AUD_000889,TV,64105,48142,1.33,0.0081
ENG_003121,AUD_000890,Streaming,22725,20407,1.11,0.0118
ENG_003122,AUD_000890,Social,6846,4220,1.62,0.0308
ENG_003123,AUD_000890,Email,9157,7668,1.19,0.0122
ENG_003124,AUD_000890,Radio,13693,10856,1.26,0.0015
ENG_003125,AUD_000891,Digital,29992,23793,1.26,0.045
ENG_003126,AUD_000891,Radio,2898,2505,1.16,0.0173
ENG_003127,AUD_000891,OOH,14712,13024,1.13,0.0133
ENG_003128,AUD_000891,TV,78928,70503,1.12,0.0087
ENG_003129,AUD_000891,Streaming,12608,9662,1.3,0.005
ENG_003130,AUD_000892,TV,175183,125662,1.39,0.0054
ENG_003131,AUD_000892,Digital,32000,19398,1.65,0.0311
ENG_003132,AUD_000892,Radio,8488,7353,1.15,0.007
ENG_003133,AUD_000893,TV,156011,123690,1.26,0.0054
ENG_003134,AUD_000893,Print,1281,1072,1.19,0.0109
ENG_003135,AUD_000893,Social,1648,1248,1.32,0.0216
ENG_003136,AUD_000893,Radio,2209,1550,1.43,0.0277
ENG_003137,AUD_000894,Email,2410,1746,1.38,0.019
ENG_003138,AUD_000894,Social,12819,7875,1.63,0.0626
ENG_003139,AUD_000895,Radio,15125,13286,1.14,0.01
ENG_003140,AUD_000895,Email,3550,2753,1.29,0.0227
ENG_003141,AUD_000896,Digital,18840,13665,1.38,0.0257
ENG_003142,AUD_000896,Retail,3545,2140,1.66,0.0062
ENG_003143,AUD_000897,OOH,4021,3113,1.29,0.0231
ENG_003144,AUD_000897,Print,17539,11099,1.58,0.027
ENG_003145,AUD_000898,Email,18100,12290,1.47,0.0014
ENG_003146,AUD_000898,Social,5388,4586,1.17,0.0256
ENG_003147,AUD_000898,OOH,15498,10596,1.46,0.0252
ENG_003148,AUD_000898,Print,4066,3627,1.12,0.0232
ENG_003149,AUD_000899,OOH,10144,6659,1.52,0.0153
ENG_003150,AUD_000899,Radio,7523,6178,1.22,0.0041
ENG_003151,AUD_000899,Digital,34214,24166,1.42,0.0476
ENG_003152,AUD_000899,TV,84674,73491,1.15,0.0066
ENG_003153,AUD_000899,Email,2718,2214,1.23,0.0082
ENG_003154,AUD_000900,TV,161280,120752,1.34,0.006
ENG_003155,AUD_000900,Social,15486,13242,1.17,0.0729
ENG_003156,AUD_000900,Retail,4366,3865,1.13,0.0257
ENG_003157,AUD_000900,Email,11649,10283,1.13,0.0268
ENG_003158,AUD_000900,Streaming,42549,28831,1.48,0.0155
ENG_003159,AUD_000901,Retail,508,383,1.33,0.006
ENG_003160,AUD_000901,Social,16014,12230,1.31,0.0658
ENG_003161,AUD_000901,Email,1844,1221,1.51,0.0167
ENG_003162,AUD_000901,Streaming,10279,6524,1.58,0.0087
ENG_003163,AUD_000901,OOH,5695,4787,1.19,0.0012
ENG_003164,AUD_000902,Social,14271,8603,1.66,0.0611
ENG_003165,AUD_000902,Retail,701,541,1.3,0.0111
ENG_003166,AUD_000902,TV,186381,141729,1.32,0.0082
ENG_003167,AUD_000903,Print,3764,2893,1.3,0.0155
ENG_003168,AUD_000903,Email,13984,9484,1.47,0.0087
ENG_003169,AUD_000904,Retail,2866,2360,1.21,0.0215
ENG_003170,AUD_000904,Social,14063,11464,1.23,0.0461
ENG_003171,AUD_000905,Digital,34092,21807,1.56,0.0142
ENG_003172,AUD_000905,Email,12156,8273,1.47,0.0198
ENG_003173,AUD_000905,Social,2232,1452,1.54,0.0429
ENG_003174,AUD_000906,Email,14509,10253,1.42,0.0106
ENG_003175,AUD_000906,Retail,1664,1449,1.15,0.0215
ENG_003176,AUD_000906,Print,11389,8142,1.4,0.0157
ENG_003177,AUD_000907,Retail,4184,3739,1.12,0.0112
ENG_003178,AUD_000907,Social,20873,18556,1.12,0.0519
ENG_003179,AUD_000907,Print,6774,4538,1.49,0.0095
ENG_003180,AUD_000907,Streaming,67788,49023,1.38,0.0168
ENG_003181,AUD_000907,Email,10952,7568,1.45,0.0075
ENG_003182,AUD_000908,OOH,2212,1738,1.27,0.0255
ENG_003183,AUD_000908,Social,17780,12424,1.43,0.0404
ENG_003184,AUD_000908,Email,16330,12751,1.28,0.0138
ENG_003185,AUD_000909,Streaming,43413,28388,1.53,0.0136
ENG_003186,AUD_000909,Social,1426,923,1.54,0.0759
ENG_003187,AUD_000909,Radio,6437,5102,1.26,0.0166
ENG_003188,AUD_000910,Digital,48154,30025,1.6,0.0128
ENG_003189,AUD_000910,Social,6231,3946,1.58,0.0689
ENG_003190,AUD_000910,Email,17119,12342,1.39,0.0011
ENG_003191,AUD_000910,OOH,18139,15951,1.14,0.0129
ENG_003192,AUD_000911,TV,161987,139650,1.16,0.0056
ENG_003193,AUD_000911,Print,15607,11714,1.33,0.0056
ENG_003194,AUD_000912,Digital,28627,21919,1.31,0.0402
ENG_003195,AUD_000912,Radio,8160,6259,1.3,0.0106
ENG_003196,AUD_000912,Print,2360,1860,1.27,0.0097
ENG_003197,AUD_000912,Social,10652,8391,1.27,0.0211
ENG_003198,AUD_000913,Email,18268,15803,1.16,0.0068
ENG_003199,AUD_000913,Print,9315,6642,1.4,0.0285
ENG_003200,AUD_000913,Streaming,61125,47726,1.28,0.0053
ENG_003201,AUD_000914,Retail,4850,3479,1.39,0.0023
ENG_003202,AUD_000914,Email,14252,11944,1.19,0.0297
ENG_003203,AUD_000915,Email,3514,2471,1.42,0.0281
ENG_003204,AUD_000915,Social,1726,1283,1.35,0.048
ENG_003205,AUD_000915,Print,4421,3472,1.27,0.0241
ENG_003206,AUD_000916,Email,3035,2290,1.33,0.0232
ENG_003207,AUD_000916,Print,8402,7340,1.14,0.0079
ENG_003208,AUD_000916,TV,122653,103373,1.19,0.0016
ENG_003209,AUD_000916,OOH,18295,11794,1.55,0.0298
ENG_003210,AUD_000916,Digital,21480,15124,1.42,0.0401
ENG_003211,AUD_000917,Social,18068,11426,1.58,0.059
ENG_003212,AUD_000917,OOH,11078,7127,1.55,0.0112
ENG_003213,AUD_000917,Retail,4250,3573,1.19,0.0099
ENG_003214,AUD_000918,TV,143204,121411,1.18,0.0015
ENG_003215,AUD_000918,Social,24297,20427,1.19,0.0466
ENG_003216,AUD_000918,Retail,4004,2939,1.36,0.0261
ENG_003217,AUD_000919,TV,99836,89007,1.12,0.0039
ENG_003218,AUD_000919,Email,13575,11048,1.23,0.0199
ENG_003219,AUD_000919,Print,13860,11886,1.17,0.0071
ENG_003220,AUD_000919,Digital,30496,18919,1.61,0.0172
ENG_003221,AUD_000920,OOH,4052,3441,1.18,0.0223
ENG_003222,AUD_000920,Retail,1727,1355,1.27,0.0137
ENG_003223,AUD_000920,TV,66879,52993,1.26,0.0056
ENG_003224,AUD_000920,Digital,15240,13536,1.13,0.0206
ENG_003225,AUD_000921,Print,12207,7599,1.61,0.0163
ENG_003226,AUD_000921,Retail,4183,3364,1.24,0.0226
ENG_003227,AUD_000921,OOH,16534,10927,1.51,0.0231
ENG_003228,AUD_000922,Retail,741,462,1.6,0.0204
ENG_003229,AUD_000922,Print,3817,2972,1.28,0.0099
ENG_003230,AUD_000923,TV,135826,98296,1.38,0.0056
ENG_003231,AUD_000923,Digital,18255,15908,1.15,0.0371
ENG_003232,AUD_000924,Digital,36055,26798,1.35,0.0253
ENG_003233,AUD_000924,OOH,9542,5725,1.67,0.0075
ENG_003234,AUD_000924,Retail,4359,3611,1.21,0.0092
ENG_003235,AUD_000924,Streaming,25005,21648,1.16,0.0118
ENG_003236,AUD_000924,Print,1213,1011,1.2,0.0164
ENG_003237,AUD_000925,Print,15140,13462,1.12,0.0062
ENG_003238,AUD_000925,Radio,8299,7252,1.14,0.0119
ENG_003239,AUD_000925,Email,12860,9214,1.4,0.0142
ENG_003240,AUD_000926,Radio,10992,8521,1.29,0.0291
ENG_003241,AUD_000926,Retail,2521,1970,1.28,0.0115
ENG_003242,AUD_000926,TV,143855,100521,1.43,0.0046
ENG_003243,AUD_000926,Streaming,49111,38724,1.27,0.0075
ENG_003244,AUD_000927,Retail,775,542,1.43,0.0267
ENG_003245,AUD_000927,OOH,17216,14800,1.16,0.0114
ENG_003246,AUD_000928,TV,172815,123653,1.4,0.0072
ENG_003247,AUD_000928,Streaming,31545,26827,1.18,0.0059
ENG_003248,AUD_000928,Retail,2466,1857,1.33,0.0106
ENG_003249,AUD_000929,Email,12573,10445,1.2,0.016
ENG_003250,AUD_000929,OOH,9893,7869,1.26,0.0198
ENG_003251,AUD_000929,TV,119864,79998,1.5,0.0022
ENG_003252,AUD_000930,Social,10184,6295,1.62,0.0569
ENG_003253,AUD_000930,Radio,9504,8040,1.18,0.0165
ENG_003254,AUD_000930,Digital,5485,3787,1.45,0.027
ENG_003255,AUD_000930,Print,18208,13029,1.4,0.022
ENG_003256,AUD_000930,Streaming,16129,12286,1.31,0.0118
ENG_003257,AUD_000931,Retail,1856,1284,1.45,0.0244
ENG_003258,AUD_000931,Digital,11789,7467,1.58,0.0278
ENG_003259,AUD_000931,Social,15945,10492,1.52,0.0669
ENG_003260,AUD_000932,Radio,5017,4272,1.17,0.0127
ENG_003261,AUD_000932,Print,3129,2572,1.22,0.0071
ENG_003262,AUD_000933,Streaming,35885,22209,1.62,0.0053
ENG_003263,AUD_000933,Social,21965,19645,1.12,0.0743
ENG_003264,AUD_000933,Radio,19650,15862,1.24,0.0044
ENG_003265,AUD_000933,Retail,3982,2885,1.38,0.0235
ENG_003266,AUD_000933,OOH,4941,3593,1.38,0.01
ENG_003267,AUD_000934,Email,3490,2619,1.33,0.0062
ENG_003268,AUD_000934,Print,16218,12501,1.3,0.0192
ENG_003269,AUD_000934,Social,6942,4427,1.57,0.0496
ENG_003270,AUD_000934,OOH,19089,13879,1.38,0.0022
ENG_003271,AUD_000934,Streaming,69748,43993,1.59,0.0176
ENG_003272,AUD_000935,Retail,4270,3343,1.28,0.0107
ENG_003273,AUD_000935,Radio,18589,13220,1.41,0.006
ENG_003274,AUD_000936,Digital,17393,11961,1.45,0.0128
ENG_003275,AUD_000936,TV,165730,111329,1.49,0.0041
ENG_003276,AUD_000936,OOH,5213,4684,1.11,0.0149
ENG_003277,AUD_000936,Retail,1285,1142,1.13,0.011
ENG_003278,AUD_000937,Email,3169,2431,1.3,0.025
ENG_003279,AUD_000937,Digital,26839,16781,1.6,0.0137
ENG_003280,AUD_000937,Print,1063,781,1.36,0.0018
ENG_003281,AUD_000937,Streaming,69796,51763,1.35,0.0114
ENG_003282,AUD_000938,Streaming,61274,53340,1.15,0.0095
ENG_003283,AUD_000938,Social,8988,6885,1.31,0.0316
ENG_003284,AUD_000938,TV,127591,82730,1.54,0.0039
ENG_003285,AUD_000939,Social,9022,6071,1.49,0.0751
ENG_003286,AUD_000939,Radio,6728,5682,1.18,0.0036
ENG_003287,AUD_000940,Digital,24654,19955,1.24,0.028
ENG_003288,AUD_000940,Radio,3261,2242,1.45,0.0181
ENG_003289,AUD_000941,OOH,4122,3342,1.23,0.0149
ENG_003290,AUD_000941,Email,12808,9331,1.37,0.0201
ENG_003291,AUD_000941,TV,83016,59016,1.41,0.0028
ENG_003292,AUD_000941,Streaming,15388,9541,1.61,0.009
ENG_003293,AUD_000942,Radio,13725,11547,1.19,0.0261
ENG_003294,AUD_000942,Retail,3744,3228,1.16,0.0189
ENG_003295,AUD_000942,Digital,38791,31263,1.24,0.0493
ENG_003296,AUD_000943,Print,14741,11642,1.27,0.0251
ENG_003297,AUD_000943,Email,11220,9153,1.23,0.027
ENG_003298,AUD_000943,Streaming,76552,66057,1.16,0.0055
ENG_003299,AUD_000944,Social,7320,5631,1.3,0.058
ENG_003300,AUD_000944,Digital,29707,25138,1.18,0.0414
ENG_003301,AUD_000944,Print,10003,6423,1.56,0.0298
ENG_003302,AUD_000944,Email,10651,6859,1.55,0.0187
ENG_003303,AUD_000944,Radio,5592,4624,1.21,0.0036
ENG_003304,AUD_000945,Retail,2240,1775,1.26,0.024
ENG_003305,AUD_000945,OOH,12180,7491,1.63,0.0185
ENG_003306,AUD_000945,Digital,36674,27962,1.31,0.0168
ENG_003307,AUD_000946,Email,4888,3071,1.59,0.028
ENG_003308,AUD_000946,OOH,8062,6074,1.33,0.022
ENG_003309,AUD_000946,Streaming,76228,50126,1.52,0.0164
ENG_003310,AUD_000947,Streaming,10338,8625,1.2,0.0193
ENG_003311,AUD_000947,Radio,13043,10258,1.27,0.0283
ENG_003312,AUD_000948,Print,13722,10344,1.33,0.0286
ENG_003313,AUD_000948,Streaming,14996,10393,1.44,0.0195
ENG_003314,AUD_000948,Social,2009,1209,1.66,0.0783
ENG_003315,AUD_000948,Retail,2712,2335,1.16,0.0161
ENG_003316,AUD_000948,TV,70773,59531,1.19,0.0079
ENG_003317,AUD_000949,Retail,2468,1789,1.38,0.0276
ENG_003318,AUD_000949,Social,17174,11654,1.47,0.0311
ENG_003319,AUD_000950,Streaming,44873,34655,1.29,0.0143
ENG_003320,AUD_000950,Radio,5261,4068,1.29,0.023
ENG_003321,AUD_000951,Streaming,18711,12545,1.49,0.0094
ENG_003322,AUD_000951,Print,17059,13528,1.26,0.0102
ENG_003323,AUD_000951,OOH,19644,12545,1.57,0.0274
ENG_003324,AUD_000951,Retail,3519,3144,1.12,0.0098
ENG_003325,AUD_000951,TV,103473,86488,1.2,0.0012
ENG_003326,AUD_000952,Streaming,78136,47200,1.66,0.0163
ENG_003327,AUD_000952,Print,12151,10548,1.15,0.0249
ENG_003328,AUD_000953,Print,13615,9361,1.45,0.0186
ENG_003329,AUD_000953,TV,145399,114792,1.27,0.0098
ENG_003330,AUD_000953,Retail,2685,2331,1.15,0.0153
ENG_003331,AUD_000954,TV,158541,96711,1.64,0.002
ENG_003332,AUD_000954,Email,7437,5209,1.43,0.0243
ENG_003333,AUD_000954,Print,1949,1379,1.41,0.0062
ENG_003334,AUD_000955,Print,19369,14798,1.31,0.0259
ENG_003335,AUD_000955,Digital,47392,42172,1.12,0.0428
ENG_003336,AUD_000955,OOH,18678,11304,1.65,0.0242
ENG_003337,AUD_000955,Radio,17235,10564,1.63,0.0129
ENG_003338,AUD_000956,Radio,14255,10991,1.3,0.0071
ENG_003339,AUD_000956,Email,10267,6257,1.64,0.0107
ENG_003340,AUD_000956,TV,168087,139010,1.21,0.007
ENG_003341,AUD_000956,OOH,10476,6599,1.59,0.0274
ENG_003342,AUD_000957,Radio,4216,3322,1.27,0.0078
ENG_003343,AUD_000957,Social,22100,18405,1.2,0.0244
ENG_003344,AUD_000957,Retail,3747,3163,1.18,0.0126
ENG_003345,AUD_000958,TV,137102,110084,1.25,0.0087
ENG_003346,AUD_000958,Radio,13410,10180,1.32,0.0218
ENG_003347,AUD_000958,Streaming,44230,35760,1.24,0.0078
ENG_003348,AUD_000958,Email,9533,6132,1.55,0.0014
ENG_003349,AUD_000958,Retail,4717,3788,1.25,0.0164
ENG_003350,AUD_000959,Radio,17840,14936,1.19,0.0187
ENG_003351,AUD_000959,Email,18836,11556,1.63,0.0149
ENG_003352,AUD_000959,Social,8023,5902,1.36,0.0324
ENG_003353,AUD_000960,Digital,29131,25930,1.12,0.0416
ENG_003354,AUD_000960,TV,157351,121169,1.3,0.0072
ENG_003355,AUD_000961,Social,18055,13317,1.36,0.0531
ENG_003356,AUD_000961,TV,99510,67358,1.48,0.0012
ENG_003357,AUD_000961,Email,12438,10042,1.24,0.0044
ENG_003358,AUD_000961,Digital,22943,13863,1.65,0.0123
ENG_003359,AUD_000962,Email,8954,7280,1.23,0.0216
ENG_003360,AUD_000962,Streaming,19825,14834,1.34,0.0055
ENG_003361,AUD_000963,Retail,2993,2449,1.22,0.0042
ENG_003362,AUD_000963,Radio,5429,4368,1.24,0.0203
ENG_003363,AUD_000964,TV,135290,87887,1.54,0.0039
ENG_003364,AUD_000964,Retail,2539,2056,1.23,0.0122
ENG_003365,AUD_000965,Radio,9812,6184,1.59,0.0055
ENG_003366,AUD_000965,Print,19480,14855,1.31,0.0028
ENG_003367,AUD_000965,TV,65350,51211,1.28,0.007
ENG_003368,AUD_000965,Digital,12940,9057,1.43,0.0336
ENG_003369,AUD_000966,OOH,4591,2907,1.58,0.0267
ENG_003370,AUD_000966,Print,11089,8367,1.33,0.0078
ENG_003371,AUD_000967,TV,85526,75213,1.14,0.0047
ENG_003372,AUD_000967,Print,3503,2240,1.56,0.0123
ENG_003373,AUD_000967,Radio,14530,13060,1.11,0.0173
ENG_003374,AUD_000967,Digital,38833,24325,1.6,0.0381
ENG_003375,AUD_000968,TV,66850,43412,1.54,0.0029
ENG_003376,AUD_000968,Streaming,13005,8281,1.57,0.0118
ENG_003377,AUD_000969,Radio,9052,5938,1.52,0.0169
ENG_003378,AUD_000969,Email,7296,5227,1.4,0.0099
ENG_003379,AUD_000969,OOH,10615,7135,1.49,0.0092
ENG_003380,AUD_000969,Social,6566,4284,1.53,0.0503
ENG_003381,AUD_000969,Print,16947,11509,1.47,0.0185
ENG_003382,AUD_000970,Radio,17791,14271,1.25,0.0259
ENG_003383,AUD_000970,Social,19723,16441,1.2,0.0208
ENG_003384,AUD_000971,TV,68006,49698,1.37,0.0031
ENG_003385,AUD_000971,Retail,1748,1222,1.43,0.0139
ENG_003386,AUD_000971,Streaming,33478,20948,1.6,0.0155
ENG_003387,AUD_000971,OOH,17071,11190,1.53,0.0093
ENG_003388,AUD_000972,TV,70858,61994,1.14,0.0092
ENG_003389,AUD_000972,Radio,16091,14024,1.15,0.0176
ENG_003390,AUD_000973,Radio,12015,7537,1.59,0.01
ENG_003391,AUD_000973,Email,12707,10361,1.23,0.0239
ENG_003392,AUD_000974,Print,11401,7321,1.56,0.0038
ENG_003393,AUD_000974,Retail,2124,1356,1.57,0.0099
ENG_003394,AUD_000974,Streaming,44667,37210,1.2,0.0122
ENG_003395,AUD_000975,Email,6311,3829,1.65,0.0055
ENG_003396,AUD_000975,TV,69941,55467,1.26,0.0051
ENG_003397,AUD_000975,Radio,6647,4753,1.4,0.0235
ENG_003398,AUD_000976,Retail,3058,2408,1.27,0.0254
ENG_003399,AUD_000976,Digital,38796,32047,1.21,0.0495
ENG_003400,AUD_000976,TV,114022,72062,1.58,0.0043
ENG_003401,AUD_000977,Digital,8962,7753,1.16,0.0212
ENG_003402,AUD_000977,Radio,3141,2091,1.5,0.0014
ENG_003403,AUD_000977,Streaming,24827,16467,1.51,0.0092
ENG_003404,AUD_000977,TV,129263,109854,1.18,0.0027
ENG_003405,AUD_000977,Print,10240,6906,1.48,0.0196
ENG_003406,AUD_000978,Radio,5525,4539,1.22,0.0269
ENG_003407,AUD_000978,Email,16540,10040,1.65,0.0202
ENG_003408,AUD_000979,TV,174002,136377,1.28,0.0076
ENG_003409,AUD_000979,Retail,4744,4179,1.14,0.0212
ENG_003410,AUD_000979,OOH,12519,9024,1.39,0.0182
ENG_003411,AUD_000979,Social,22232,18539,1.2,0.0247
ENG_003412,AUD_000979,Radio,7936,5589,1.42,0.0258
ENG_003413,AUD_000980,Retail,3800,2496,1.52,0.0174
ENG_003414,AUD_000980,Print,17581,10687,1.65,0.0022
ENG_003415,AUD_000980,Social,4708,4111,1.15,0.057
ENG_003416,AUD_000980,Streaming,47051,35275,1.33,0.0057
ENG_003417,AUD_000980,OOH,12671,10016,1.27,0.0047
ENG_003418,AUD_000981,Streaming,73384,61963,1.18,0.0196
ENG_003419,AUD_000981,Digital,23478,15089,1.56,0.0482
ENG_003420,AUD_000982,Social,5531,3667,1.51,0.0531
ENG_003421,AUD_000982,Email,10979,7352,1.49,0.0042
ENG_003422,AUD_000982,Radio,3437,2506,1.37,0.0128
ENG_003423,AUD_000982,Print,16455,11390,1.44,0.0099
ENG_003424,AUD_000983,OOH,18270,15385,1.19,0.0178
ENG_003425,AUD_000983,TV,67810,56793,1.19,0.0021
ENG_003426,AUD_000983,Social,17190,13125,1.31,0.0472
ENG_003427,AUD_000983,Email,8860,6865,1.29,0.0275
ENG_003428,AUD_000983,Radio,17210,10932,1.57,0.0198
ENG_003429,AUD_000984,TV,105111,75781,1.39,0.0026
ENG_003430,AUD_000984,Digital,24813,17410,1.43,0.0304
ENG_003431,AUD_000984,Social,24635,22024,1.12,0.0627
ENG_003432,AUD_000984,OOH,7766,5698,1.36,0.0246
ENG_003433,AUD_000984,Streaming,70514,55994,1.26,0.0125
ENG_003434,AUD_000985,Email,12697,10079,1.26,0.0143
ENG_003435,AUD_000985,TV,67164,41658,1.61,0.0098
ENG_003436,AUD_000986,Email,2608,1612,1.62,0.0223
ENG_003437,AUD_000986,Retail,2633,2191,1.2,0.0185
ENG_003438,AUD_000986,Radio,6570,4486,1.46,0.0282
ENG_003439,AUD_000986,Digital,33938,26547,1.28,0.0182
ENG_003440,AUD_000986,Print,13770,10029,1.37,0.0025
ENG_003441,AUD_000987,Email,16025,10176,1.57,0.0166
ENG_003442,AUD_000987,Print,3491,2520,1.39,0.0163
ENG_003443,AUD_000987,OOH,17049,13895,1.23,0.0197
ENG_003444,AUD_000987,Radio,10694,9058,1.18,0.0144
ENG_003445,AUD_000988,OOH,16165,14044,1.15,0.0211
ENG_003446,AUD_000988,Retail,2485,1969,1.26,0.0196
ENG_003447,AUD_000988,Digital,46981,35468,1.32,0.0421
ENG_003448,AUD_000988,Radio,18038,11388,1.58,0.013
ENG_003449,AUD_000988,Streaming,52872,45284,1.17,0.0068
ENG_003450,AUD_000989,Radio,12531,8809,1.42,0.0137
ENG_003451,AUD_000989,Retail,4241,3354,1.26,0.0019
ENG_003452,AUD_000989,Email,16082,12549,1.28,0.0219
ENG_003453,AUD_000990,OOH,12055,10736,1.12,0.0018
ENG_003454,AUD_000990,TV,55166,34278,1.61,0.0028
ENG_003455,AUD_000990,Print,9591,6054,1.58,0.0147
ENG_003456,AUD_000990,Digital,28032,21761,1.29,0.0143
ENG_003457,AUD_000990,Radio,7010,5414,1.29,0.0171
ENG_003458,AUD_000991,OOH,12993,9128,1.42,0.0197
ENG_003459,AUD_000991,Digital,46056,29879,1.54,0.0441
ENG_003460,AUD_000991,Email,4427,3317,1.33,0.0094
ENG_003461,AUD_000991,TV,189405,133826,1.42,0.0039
ENG_003462,AUD_000991,Print,14223,9848,1.44,0.0055
ENG_003463,AUD_000992,Social,17557,14455,1.21,0.0669
ENG_003464,AUD_000992,OOH,1775,1163,1.53,0.0025
ENG_003465,AUD_000992,Digital,9773,5874,1.66,0.0217
ENG_003466,AUD_000992,Streaming,63191,38710,1.63,0.0074
ENG_003467,AUD_000993,Digital,12002,9808,1.22,0.0305
ENG_003468,AUD_000993,TV,159936,98221,1.63,0.0047
ENG_003469,AUD_000993,Print,8598,6291,1.37,0.0118
ENG_003470,AUD_000993,Radio,2800,2161,1.3,0.0297
ENG_003471,AUD_000994,Radio,7393,6186,1.2,0.0027
ENG_003472,AUD_000994,Print,1035,752,1.38,0.0111
ENG_003473,AUD_000995,Print,18727,14156,1.32,0.0089
ENG_003474,AUD_000995,Streaming,56037,35750,1.57,0.011
ENG_003475,AUD_000995,Radio,9663,6007,1.61,0.0273
ENG_003476,AUD_000995,Email,1893,1590,1.19,0.024
ENG_003477,AUD_000995,Digital,49394,32164,1.54,0.0315
ENG_003478,AUD_000996,OOH,2916,2578,1.13,0.0129
ENG_003479,AUD_000996,Print,9026,7976,1.13,0.0038
ENG_003480,AUD_000996,Radio,12880,8190,1.57,0.0289
ENG_003481,AUD_000996,TV,172224,119611,1.44,0.0064
ENG_003482,AUD_000996,Digital,35983,27961,1.29,0.0172
ENG_003483,AUD_000997,TV,111434,69555,1.6,0.0034
ENG_003484,AUD_000997,Radio,7940,5408,1.47,0.0062
ENG_003485,AUD_000997,Retail,768,574,1.34,0.0024
ENG_003486,AUD_000997,Social,10397,6915,1.5,0.0674
ENG_003487,AUD_000997,Digital,7965,7005,1.14,0.0283
ENG_003488,AUD_000998,Digital,45494,40005,1.14,0.0339
ENG_003489,AUD_000998,OOH,11894,10392,1.14,0.0174
ENG_003490,AUD_000998,Email,14114,10528,1.34,0.0095
ENG_003491,AUD_000999,TV,188881,138839,1.36,0.0029
ENG_003492,AUD_000999,Streaming,75884,62899,1.21,0.0127
ENG_003493,AUD_000999,Social,4869,3073,1.58,0.0684
ENG_003494,AUD_000999,Print,2084,1658,1.26,0.006
ENG_003495,AUD_000999,Radio,5928,5237,1.13,0.0164
ENG_003496,AUD_001000,Digital,37361,26176,1.43,0.0208
ENG_003497,AUD_001000,Email,18179,15280,1.19,0.0125
ENG_003498,AUD_001000,Streaming,41739,32921,1.27,0.009
ENG_003499,AUD_001000,Social,19030,15307,1.24,0.0439
ENG_003500,AUD_001001,Print,6548,4750,1.38,0.0125
ENG_003501,AUD_001001,TV,146057,101869,1.43,0.0038
ENG_003502,AUD_001001,Digital,35610,27621,1.29,0.0179
ENG_003503,AUD_001001,OOH,19704,14593,1.35,0.0048
ENG_003504,AUD_001002,Print,2140,1484,1.44,0.0204
ENG_003505,AUD_001002,Streaming,19549,12025,1.63,0.0195
ENG_003506,AUD_001002,Radio,15000,11978,1.25,0.0198
ENG_003507,AUD_001002,Social,13017,8839,1.47,0.025
ENG_003508,AUD_001003,Retail,4508,3333,1.35,0.002
ENG_003509,AUD_001003,Social,21248,16957,1.25,0.0475
ENG_003510,AUD_001004,Radio,7736,5387,1.44,0.0236
ENG_003511,AUD_001004,TV,94138,63194,1.49,0.0051
ENG_003512,AUD_001005,Retail,2699,2244,1.2,0.0295
ENG_003513,AUD_001005,Print,14016,8450,1.66,0.0166
ENG_003514,AUD_001005,Radio,12707,10949,1.16,0.0035
ENG_003515,AUD_001006,Print,13875,11372,1.22,0.0061
ENG_003516,AUD_001006,Radio,7099,5693,1.25,0.0151
ENG_003517,AUD_001007,Streaming,74406,55998,1.33,0.0067
ENG_003518,AUD_001007,Email,12391,9675,1.28,0.006
ENG_003519,AUD_001008,Digital,14149,11727,1.21,0.0152
ENG_003520,AUD_001008,Streaming,28616,25102,1.14,0.0087
ENG_003521,AUD_001008,Social,9429,5857,1.61,0.0466
ENG_003522,AUD_001008,Retail,4419,3932,1.12,0.0123
ENG_003523,AUD_001008,Email,17054,12305,1.39,0.0207
ENG_003524,AUD_001009,Digital,28857,24591,1.17,0.0459
ENG_003525,AUD_001009,Retail,4763,4253,1.12,0.0264
ENG_003526,AUD_001009,Print,15286,11156,1.37,0.0155
ENG_003527,AUD_001010,Social,17835,11776,1.51,0.0688
ENG_003528,AUD_001010,Retail,2093,1552,1.35,0.0073
ENG_003529,AUD_001010,TV,79461,56060,1.42,0.0067
ENG_003530,AUD_001011,Print,14297,10218,1.4,0.016
ENG_003531,AUD_001011,Email,18763,16574,1.13,0.015
ENG_003532,AUD_001011,Retail,3524,2555,1.38,0.0079
ENG_003533,AUD_001012,TV,87518,65232,1.34,0.0043
ENG_003534,AUD_001012,Digital,45364,29963,1.51,0.0264
ENG_003535,AUD_001013,Retail,546,428,1.28,0.0172
ENG_003536,AUD_001013,OOH,8695,7551,1.15,0.0141
ENG_003537,AUD_001014,Retail,1413,939,1.5,0.0147
