performance_id,campaign_id,segment_id,creative_id,media_channel,impressions,clicks,conversions,cost,ROI,CTR
PERF_003743,CAM_000111,SEG_000375,CRE_000441,OOH,92311,831,35,262.92,21.38,0.009
PERF_003744,CAM_000241,SEG_001298,CRE_000964,TV,75403,1060,16,1361.91,0.92,0.0141
PERF_003745,CAM_000003,SEG_001653,CRE_000010,Radio,82417,1075,35,431.43,4.4,0.013
PERF_003746,CAM_000153,SEG_002758,CRE_000611,Retail,96545,1815,72,511.7,20.82,0.0188
PERF_003747,CAM_000380,SEG_000447,CRE_001440,Retail,76010,1269,22,159.98,7.16,0.0167
PERF_003748,CAM_000213,SEG_000947,CRE_000851,Email,14229,426,9,105.59,15.02,0.0299
PERF_003749,CAM_000233,SEG_001519,CRE_000931,Radio,34730,539,13,130.6,9.5,0.0155
PERF_003750,CAM_000311,SEG_002100,CRE_001233,OOH,17457,239,5,35.34,23.47,0.0137
PERF_003751,CAM_000144,SEG_000603,CRE_000575,Streaming,13999,70,2,321.84,-0.39,0.005
PERF_003752,CAM_000318,SEG_000043,CRE_001254,Digital,23617,263,9,74.89,12.39,0.0112
PERF_003753,CAM_000308,SEG_000688,CRE_001223,OOH,21917,230,11,140.92,7.04,0.0105
PERF_003754,CAM_000389,SEG_001519,CRE_001467,Radio,60546,472,8,372.65,1.28,0.0078
PERF_003755,CAM_000351,SEG_001376,CRE_001353,TV,7289,53,1,114.88,0.38,0.0073
PERF_003756,CAM_000082,SEG_001891,CRE_000325,Print,90667,1074,33,295.88,11.21,0.0119
PERF_003757,CAM_000294,SEG_000325,CRE_001174,Email,18929,594,13,41.61,16.56,0.0314
PERF_003758,CAM_000028,SEG_000524,CRE_000109,Retail,29702,504,7,276.59,3.4,0.017
PERF_003759,CAM_000009,SEG_002942,CRE_000036,Streaming,87904,697,27,1929.33,0.21,0.0079
PERF_003760,CAM_000124,SEG_001594,CRE_000496,Social,79344,1251,33,633.58,4.79,0.0158
PERF_003761,CAM_000272,SEG_001707,CRE_001087,Print,64255,514,25,506.41,2.39,0.008
PERF_003762,CAM_000368,SEG_001457,CRE_001403,Social,76001,1894,80,518.99,27.41,0.0249
PERF_003763,CAM_000310,SEG_000336,CRE_001229,TV,34304,270,12,1078.57,0.23,0.0079
PERF_003764,CAM_000215,SEG_001298,CRE_000860,TV,36090,591,15,1346.97,0.06,0.0164
PERF_003765,CAM_000131,SEG_003004,CRE_000522,Retail,95946,1561,56,484.15,15.48,0.0163
PERF_003766,CAM_000071,SEG_001239,CRE_000282,Streaming,94795,582,15,968.15,1.19,0.0061
PERF_003767,CAM_000185,SEG_000184,CRE_000738,Social,83998,1871,35,764.24,7.39,0.0223
PERF_003768,CAM_000046,SEG_002567,CRE_000184,Radio,13307,192,6,37.53,13.16,0.0145
PERF_003769,CAM_000157,SEG_002771,CRE_000626,Retail,57100,509,20,525.93,3.19,0.0089
PERF_003770,CAM_000296,SEG_002177,CRE_001182,Email,76949,734,22,177.59,6.41,0.0095
PERF_003771,CAM_000398,SEG_001261,CRE_001492,Retail,97735,1411,62,574.89,5.13,0.0144
PERF_003772,CAM_000350,SEG_002650,CRE_001348,Radio,84107,1043,37,387.61,4.66,0.0124
PERF_003773,CAM_000057,SEG_001103,CRE_000225,Print,32876,215,7,107.83,10.43,0.0066
PERF_003774,CAM_000020,SEG_001464,CRE_000079,TV,55181,820,26,2186.13,1.31,0.0149
PERF_003775,CAM_000172,SEG_000421,CRE_000686,Social,81014,1465,54,417.09,11.8,0.0181
PERF_003776,CAM_000383,SEG_000097,CRE_001449,Print,94026,1152,44,402.59,12.72,0.0123
PERF_003777,CAM_000064,SEG_002570,CRE_000254,OOH,81482,1432,45,533.14,5.77,0.0176
PERF_003778,CAM_000120,SEG_002587,CRE_000480,TV,32553,593,11,779.35,1.06,0.0182
PERF_003779,CAM_000262,SEG_003011,CRE_001047,Streaming,29165,453,17,659.02,0.64,0.0155
PERF_003780,CAM_000317,SEG_000095,CRE_001251,Retail,38136,527,23,97.62,13.09,0.0138
PERF_003781,CAM_000059,SEG_001044,CRE_000234,TV,25182,450,4,451.52,-0.04,0.0179
PERF_003782,CAM_000385,SEG_000404,CRE_001454,Email,44642,508,25,109.66,27.47,0.0114
PERF_003783,CAM_000203,SEG_001920,CRE_000812,Print,64045,1262,21,490.43,5.14,0.0197
PERF_003784,CAM_000244,SEG_000530,CRE_000973,Streaming,62625,765,36,774.76,5.08,0.0122
PERF_003785,CAM_000387,SEG_001340,CRE_001461,OOH,71040,1171,15,588.69,3.08,0.0165
PERF_003786,CAM_000306,SEG_002059,CRE_001216,Retail,9217,102,3,59.11,4.77,0.0111
PERF_003787,CAM_000038,SEG_000958,CRE_000151,Email,47598,768,28,253.26,10.81,0.0161
PERF_003788,CAM_000277,SEG_001985,CRE_001106,OOH,80991,1207,12,745.25,0.53,0.0149
PERF_003789,CAM_000042,SEG_000503,CRE_000166,Print,88275,1433,36,809.43,1.8,0.0162
PERF_003790,CAM_000107,SEG_001466,CRE_000425,Retail,3724,72,3,16.88,28.34,0.0194
PERF_003791,CAM_000218,SEG_000569,CRE_000870,Print,87731,1681,69,575.63,21.16,0.0192
PERF_003792,CAM_000265,SEG_001685,CRE_001058,Print,81665,1371,58,196.56,34.44,0.0168
PERF_003793,CAM_000258,SEG_000716,CRE_001031,Streaming,53463,926,9,626.35,0.24,0.0173
PERF_003794,CAM_000385,SEG_002418,CRE_001453,Print,36502,549,11,238.17,7.37,0.0151
PERF_003795,CAM_000022,SEG_001971,CRE_000088,Social,73301,710,9,541.24,2.02,0.0097
PERF_003796,CAM_000190,SEG_000298,CRE_000757,Radio,64530,1050,46,157.07,37.31,0.0163
PERF_003797,CAM_000370,SEG_000051,CRE_001408,OOH,67552,647,30,407.47,10.97,0.0096
PERF_003798,CAM_000194,SEG_001419,CRE_000773,TV,90634,1593,55,3444.81,2.0,0.0176
PERF_003799,CAM_000062,SEG_000101,CRE_000245,Social,6781,54,2,101.21,0.57,0.008
PERF_003800,CAM_000128,SEG_002618,CRE_000512,Radio,36563,211,5,97.07,8.19,0.0058
PERF_003801,CAM_000134,SEG_002294,CRE_000534,Retail,64731,479,13,167.5,12.15,0.0074
PERF_003802,CAM_000200,SEG_002441,CRE_000799,Radio,84948,1483,56,327.68,17.03,0.0175
PERF_003803,CAM_000165,SEG_000350,CRE_000660,Retail,75333,806,29,411.87,7.25,0.0107
PERF_003804,CAM_000210,SEG_001781,CRE_000840,Retail,64559,410,8,278.52,3.61,0.0064
PERF_003805,CAM_000288,SEG_002629,CRE_001151,Social,35403,550,12,338.36,1.34,0.0155
PERF_003806,CAM_000251,SEG_001346,CRE_001003,Email,6441,37,1,24.84,3.56,0.0057
PERF_003807,CAM_000242,SEG_002394,CRE_000966,Social,54094,327,15,395.87,5.11,0.0061
PERF_003808,CAM_000037,SEG_000242,CRE_000145,OOH,80576,1031,16,623.42,3.17,0.0128
PERF_003809,CAM_000173,SEG_002519,CRE_000690,Digital,66460,700,13,418.65,4.84,0.0105
PERF_003810,CAM_000274,SEG_000736,CRE_001093,Radio,82843,1311,32,537.37,9.96,0.0158
PERF_003811,CAM_000060,SEG_001304,CRE_000239,Streaming,56937,1006,13,616.87,2.66,0.0177
PERF_003812,CAM_000047,SEG_001417,CRE_000188,Radio,86729,555,16,820.55,0.47,0.0064
PERF_003813,CAM_000079,SEG_001701,CRE_000315,Social,50667,1026,31,369.58,6.65,0.0203
PERF_003814,CAM_000320,SEG_002521,CRE_001260,Print,7216,71,3,56.13,4.1,0.01
PERF_003815,CAM_000073,SEG_002232,CRE_000290,Radio,20068,214,7,149.55,1.88,0.0107
PERF_003816,CAM_000259,SEG_000790,CRE_001036,Email,50038,386,11,330.98,5.03,0.0077
PERF_003817,CAM_000153,SEG_002511,CRE_000612,Email,62024,1954,60,520.97,15.04,0.0315
PERF_003818,CAM_000334,SEG_000331,CRE_001301,OOH,70957,361,14,647.04,1.44,0.0051
PERF_003819,CAM_000131,SEG_001485,CRE_000521,Radio,93225,1191,12,676.69,1.56,0.0128
PERF_003820,CAM_000267,SEG_000432,CRE_001066,OOH,7896,42,0,29.36,-1.0,0.0054
PERF_003821,CAM_000095,SEG_000604,CRE_000379,TV,9312,105,2,231.37,-0.43,0.0113
PERF_003822,CAM_000159,SEG_001659,CRE_000635,OOH,24913,443,18,168.03,17.56,0.0178
PERF_003823,CAM_000279,SEG_001565,CRE_001114,Retail,24177,415,16,73.47,39.31,0.0172
PERF_003824,CAM_000272,SEG_002465,CRE_001085,Radio,28270,466,19,241.59,6.01,0.0165
PERF_003825,CAM_000049,SEG_000152,CRE_000194,Retail,24417,267,12,227.3,4.8,0.0109
PERF_003826,CAM_000167,SEG_000610,CRE_000668,Streaming,47444,406,4,979.69,-0.4,0.0086
PERF_003827,CAM_000278,SEG_000095,CRE_001111,TV,39157,384,5,1343.21,-0.72,0.0098
PERF_003828,CAM_000024,SEG_002498,CRE_000093,Retail,59809,632,24,349.56,8.58,0.0106
PERF_003829,CAM_000056,SEG_001908,CRE_000224,Social,46206,752,9,673.1,1.61,0.0163
PERF_003830,CAM_000298,SEG_001691,CRE_001189,Streaming,63035,456,10,1408.7,-0.49,0.0072
PERF_003831,CAM_000317,SEG_000458,CRE_001249,Digital,65112,436,9,366.54,2.22,0.0067
PERF_003832,CAM_000276,SEG_001994,CRE_001103,Social,32363,313,3,279.62,1.09,0.0097
PERF_003833,CAM_000231,SEG_002543,CRE_000923,Print,10103,87,2,77.31,0.31,0.0086
PERF_003834,CAM_000067,SEG_000631,CRE_000265,OOH,82318,947,34,465.58,9.95,0.0115
PERF_003835,CAM_000045,SEG_000139,CRE_000179,Digital,70980,387,9,451.02,2.55,0.0055
PERF_003836,CAM_000035,SEG_002831,CRE_000140,OOH,24826,366,7,158.38,5.16,0.0148
PERF_003837,CAM_000114,SEG_001013,CRE_000454,Streaming,13034,175,5,238.01,1.19,0.0135
PERF_003838,CAM_000189,SEG_000139,CRE_000755,Digital,89807,740,19,316.52,8.68,0.0082
PERF_003839,CAM_000013,SEG_001583,CRE_000050,Radio,52952,508,9,163.95,6.74,0.0096
PERF_003840,CAM_000262,SEG_000203,CRE_001047,Email,81007,1223,12,534.94,1.25,0.0151
PERF_003841,CAM_000092,SEG_002802,CRE_000366,OOH,43738,220,8,333.45,3.46,0.005
PERF_003842,CAM_000088,SEG_001692,CRE_000349,Digital,80074,830,14,529.11,1.63,0.0104
PERF_003843,CAM_000126,SEG_001416,CRE_000501,Email,52264,762,13,158.58,6.99,0.0146
PERF_003844,CAM_000266,SEG_001089,CRE_001063,Retail,21163,420,13,58.13,19.33,0.0199
PERF_003845,CAM_000221,SEG_001132,CRE_000884,Digital,6793,52,2,26.13,14.28,0.0077
PERF_003846,CAM_000334,SEG_002047,CRE_001302,OOH,25475,298,12,213.67,9.41,0.0117
PERF_003847,CAM_000084,SEG_002511,CRE_000333,Streaming,15111,221,2,376.68,-0.12,0.0146
PERF_003848,CAM_000082,SEG_002640,CRE_000328,Social,72133,412,8,742.11,0.09,0.0057
PERF_003849,CAM_000235,SEG_002643,CRE_000939,Digital,80707,439,20,642.84,3.63,0.0055
PERF_003850,CAM_000063,SEG_001370,CRE_000251,Radio,48989,558,24,276.45,12.98,0.0114
PERF_003851,CAM_000193,SEG_001798,CRE_000770,Streaming,7354,86,1,122.0,0.22,0.0118
PERF_003852,CAM_000389,SEG_002282,CRE_001465,OOH,96446,1086,25,688.09,4.12,0.0113
PERF_003853,CAM_000121,SEG_002003,CRE_000482,Digital,39114,359,8,190.06,6.89,0.0092
PERF_003854,CAM_000179,SEG_000146,CRE_000716,TV,18819,289,3,346.63,-0.55,0.0154
PERF_003855,CAM_000262,SEG_001515,CRE_001047,Social,52953,1019,45,439.1,5.12,0.0192
PERF_003856,CAM_000336,SEG_000198,CRE_001307,Digital,37657,534,25,279.24,12.28,0.0142
PERF_003857,CAM_000344,SEG_001517,CRE_001330,Digital,50193,694,32,231.47,20.01,0.0138
PERF_003858,CAM_000147,SEG_000968,CRE_000585,Retail,25859,198,3,85.12,1.78,0.0077
PERF_003859,CAM_000039,SEG_000699,CRE_000153,Social,2047,17,0,14.05,-1.0,0.0087
PERF_003860,CAM_000156,SEG_001234,CRE_000621,Email,38822,205,2,162.56,0.02,0.0053
PERF_003861,CAM_000141,SEG_001184,CRE_000562,Print,25247,436,13,196.97,10.23,0.0173
PERF_003862,CAM_000257,SEG_000547,CRE_001025,Streaming,65684,479,8,1418.65,-0.55,0.0073
PERF_003863,CAM_000230,SEG_001916,CRE_000918,Digital,90527,471,20,470.22,5.62,0.0052
PERF_003864,CAM_000123,SEG_001175,CRE_000491,OOH,51266,955,15,329.17,2.31,0.0186
PERF_003865,CAM_000189,SEG_002780,CRE_000753,Retail,74061,690,11,615.81,1.22,0.0093
PERF_003866,CAM_000199,SEG_002365,CRE_000793,Radio,49286,686,20,403.53,8.14,0.0139
PERF_003867,CAM_000296,SEG_002780,CRE_001184,Retail,14940,291,13,30.25,72.1,0.0195
PERF_003868,CAM_000225,SEG_002788,CRE_000899,Streaming,7958,90,1,171.21,-0.14,0.0113
PERF_003869,CAM_000289,SEG_001615,CRE_001155,Social,15167,228,8,115.86,11.28,0.0151
PERF_003870,CAM_000198,SEG_001133,CRE_000792,Retail,77097,758,33,698.43,4.08,0.0098
PERF_003871,CAM_000171,SEG_002720,CRE_000684,Print,92491,1037,18,205.75,8.97,0.0112
PERF_003872,CAM_000144,SEG_000580,CRE_000573,Radio,11421,227,4,28.29,14.73,0.0199
PERF_003873,CAM_000236,SEG_000577,CRE_000943,Social,39348,752,32,521.24,9.49,0.0191
PERF_003874,CAM_000159,SEG_002690,CRE_000634,Retail,10797,178,3,47.36,6.31,0.0165
PERF_003875,CAM_000142,SEG_002769,CRE_000568,Radio,30214,350,4,174.34,2.94,0.0116
PERF_003876,CAM_000323,SEG_001114,CRE_001268,Retail,11792,117,3,49.19,3.17,0.01
PERF_003877,CAM_000007,SEG_002729,CRE_000025,Digital,19432,127,4,46.7,10.28,0.0066
PERF_003878,CAM_000353,SEG_001528,CRE_001357,Email,79329,1440,36,212.82,17.1,0.0182
PERF_003879,CAM_000181,SEG_001293,CRE_000721,TV,92316,1184,17,2759.15,0.09,0.0128
PERF_003880,CAM_000217,SEG_001808,CRE_000865,Streaming,49650,594,19,1198.01,-0.06,0.012
PERF_003881,CAM_000259,SEG_002992,CRE_001034,Print,76608,433,15,683.27,0.61,0.0057
PERF_003882,CAM_000398,SEG_002040,CRE_001492,Email,19884,195,6,156.45,4.38,0.0098
PERF_003883,CAM_000159,SEG_000973,CRE_000636,Digital,66507,511,17,523.24,2.07,0.0077
PERF_003884,CAM_000088,SEG_001315,CRE_000350,Digital,67086,865,21,165.33,13.09,0.0129
PERF_003885,CAM_000153,SEG_002611,CRE_000611,Social,97943,1448,48,798.85,10.21,0.0148
PERF_003886,CAM_000380,SEG_002826,CRE_001438,Digital,5524,42,0,24.47,-1.0,0.0077
PERF_003887,CAM_000118,SEG_001697,CRE_000472,OOH,49522,711,25,390.85,8.83,0.0144
PERF_003888,CAM_000293,SEG_000750,CRE_001171,Email,41105,687,21,201.42,16.85,0.0167
PERF_003889,CAM_000235,SEG_001400,CRE_000937,Print,4953,52,1,43.75,1.25,0.0106
PERF_003890,CAM_000307,SEG_001490,CRE_001221,OOH,48240,755,29,475.91,9.51,0.0157
PERF_003891,CAM_000043,SEG_002765,CRE_000170,Email,70261,1975,94,513.98,25.2,0.0281
PERF_003892,CAM_000177,SEG_000168,CRE_000705,Retail,66633,1321,26,520.28,8.39,0.0198
PERF_003893,CAM_000042,SEG_002378,CRE_000167,Email,77708,2696,65,187.57,44.72,0.0347
PERF_003894,CAM_000026,SEG_000809,CRE_000104,OOH,51517,886,13,441.16,4.47,0.0172
PERF_003895,CAM_000070,SEG_001029,CRE_000279,Print,4097,29,0,12.32,-1.0,0.0071
PERF_003896,CAM_000390,SEG_001981,CRE_001470,Social,99382,2249,47,879.76,7.54,0.0226
PERF_003897,CAM_000128,SEG_001074,CRE_000511,Print,74352,1425,55,470.89,5.44,0.0192
PERF_003898,CAM_000035,SEG_000091,CRE_000137,Social,92800,1025,42,675.41,8.88,0.011
PERF_003899,CAM_000142,SEG_000097,CRE_000567,Retail,92271,1487,36,717.14,2.34,0.0161
PERF_003900,CAM_000351,SEG_000216,CRE_001353,Print,17929,98,4,40.57,3.97,0.0055
PERF_003901,CAM_000053,SEG_002662,CRE_000211,TV,34647,219,10,961.37,0.97,0.0063
PERF_003902,CAM_000370,SEG_001684,CRE_001410,TV,39264,548,14,722.84,0.44,0.014
PERF_003903,CAM_000325,SEG_000182,CRE_001274,Digital,90879,482,6,477.24,0.24,0.0053
PERF_003904,CAM_000203,SEG_000670,CRE_000809,Streaming,65204,462,18,784.97,0.28,0.0071
PERF_003905,CAM_000193,SEG_002934,CRE_000772,Streaming,17942,190,2,297.83,-0.17,0.0106
PERF_003906,CAM_000003,SEG_001663,CRE_000010,Retail,6964,53,0,62.15,-1.0,0.0077
PERF_003907,CAM_000060,SEG_000057,CRE_000239,TV,7507,95,4,296.47,1.36,0.0127
PERF_003908,CAM_000176,SEG_000601,CRE_000701,Retail,6098,109,4,22.5,25.72,0.0179
PERF_003909,CAM_000354,SEG_000460,CRE_001360,Email,67808,1647,74,250.61,46.86,0.0243
PERF_003910,CAM_000197,SEG_002019,CRE_000788,Retail,74949,710,21,504.23,3.92,0.0095
PERF_003911,CAM_000198,SEG_000635,CRE_000792,Streaming,11916,132,5,249.87,1.23,0.0111
PERF_003912,CAM_000133,SEG_002731,CRE_000529,Print,51064,556,19,177.39,11.27,0.0109
PERF_003913,CAM_000383,SEG_002731,CRE_001448,Streaming,68228,896,30,1132.7,3.59,0.0131
PERF_003914,CAM_000196,SEG_001883,CRE_000783,Email,92491,2755,59,569.49,8.89,0.0298
PERF_003915,CAM_000045,SEG_001306,CRE_000177,Print,57393,1051,49,310.43,15.02,0.0183
PERF_003916,CAM_000152,SEG_001326,CRE_000607,Email,39442,587,12,339.73,6.0,0.0149
PERF_003917,CAM_000212,SEG_000461,CRE_000846,Email,26826,755,11,110.58,5.68,0.0282
PERF_003918,CAM_000158,SEG_002941,CRE_000631,OOH,24354,361,15,55.0,20.42,0.0148
PERF_003919,CAM_000026,SEG_001846,CRE_000102,Radio,44526,422,4,261.66,0.44,0.0095
PERF_003920,CAM_000089,SEG_000383,CRE_000355,Retail,30332,222,2,259.1,-0.23,0.0073
PERF_003921,CAM_000331,SEG_002428,CRE_001293,Digital,4842,59,1,34.09,3.31,0.0122
PERF_003922,CAM_000077,SEG_002658,CRE_000307,Print,89667,1035,38,354.85,14.79,0.0115
PERF_003923,CAM_000100,SEG_001704,CRE_000397,Retail,82945,1527,37,753.34,3.85,0.0184
PERF_003924,CAM_000316,SEG_000600,CRE_001247,Radio,68309,348,13,188.78,3.99,0.0051
PERF_003925,CAM_000117,SEG_000451,CRE_000465,Digital,98297,965,32,498.95,5.75,0.0098
PERF_003926,CAM_000208,SEG_002334,CRE_000829,Radio,83754,616,24,486.61,5.09,0.0074
PERF_003927,CAM_000283,SEG_002951,CRE_001129,TV,2474,18,0,40.49,-1.0,0.0075
PERF_003928,CAM_000313,SEG_000869,CRE_001239,TV,33239,193,4,1094.18,-0.61,0.0058
PERF_003929,CAM_000012,SEG_002731,CRE_000045,Digital,98961,576,18,675.56,2.84,0.0058
PERF_003930,CAM_000029,SEG_002542,CRE_000113,OOH,68264,1258,26,191.41,15.2,0.0184
PERF_003931,CAM_000069,SEG_002743,CRE_000273,Radio,89672,466,6,211.87,2.74,0.0052
PERF_003932,CAM_000299,SEG_001387,CRE_001196,Social,8400,148,5,114.52,2.97,0.0177
PERF_003933,CAM_000334,SEG_002081,CRE_001301,Digital,82319,486,12,259.07,5.42,0.0059
PERF_003934,CAM_000047,SEG_001116,CRE_000185,Streaming,68236,1197,48,828.54,4.26,0.0176
PERF_003935,CAM_000100,SEG_002482,CRE_000397,Social,11835,169,4,67.47,5.8,0.0143
PERF_003936,CAM_000060,SEG_000812,CRE_000237,Streaming,48597,674,17,929.12,0.87,0.0139
PERF_003937,CAM_000156,SEG_001478,CRE_000623,Streaming,97264,1843,58,2357.12,2.28,0.019
PERF_003938,CAM_000253,SEG_001402,CRE_001012,Print,31923,284,11,174.44,5.68,0.0089
PERF_003939,CAM_000219,SEG_000456,CRE_000875,Retail,4761,70,2,26.69,9.2,0.0147
PERF_003940,CAM_000392,SEG_000221,CRE_001475,Retail,49228,772,29,479.54,4.56,0.0157
PERF_003941,CAM_000065,SEG_002755,CRE_000258,Email,57170,321,11,228.22,4.88,0.0056
PERF_003942,CAM_000015,SEG_002317,CRE_000058,Radio,34955,256,10,333.83,2.64,0.0073
PERF_003943,CAM_000067,SEG_000097,CRE_000265,OOH,61692,1145,56,171.89,55.73,0.0186
PERF_003944,CAM_000366,SEG_002979,CRE_001397,OOH,88409,1124,40,756.77,7.4,0.0127
PERF_003945,CAM_000233,SEG_002212,CRE_000930,Email,21255,595,14,50.59,38.82,0.028
PERF_003946,CAM_000088,SEG_000323,CRE_000351,Social,49896,1118,34,622.3,3.62,0.0224
PERF_003947,CAM_000081,SEG_001726,CRE_000321,Radio,30790,439,13,197.04,4.38,0.0143
PERF_003948,CAM_000111,SEG_000603,CRE_000442,Radio,26873,136,1,126.11,-0.19,0.0051
PERF_003949,CAM_000110,SEG_000640,CRE_000437,Social,14841,174,6,172.49,1.15,0.0118
PERF_003950,CAM_000183,SEG_000144,CRE_000732,Streaming,72358,1152,26,1434.43,2.52,0.0159
PERF_003951,CAM_000247,SEG_002323,CRE_000988,Digital,22487,226,3,143.88,1.85,0.0101
PERF_003952,CAM_000374,SEG_002286,CRE_001422,Email,59212,310,9,383.03,0.35,0.0052
PERF_003953,CAM_000113,SEG_000202,CRE_000452,Email,72715,2185,75,204.41,71.91,0.0301
PERF_003954,CAM_000017,SEG_000527,CRE_000065,Social,53337,290,7,368.65,1.35,0.0054
PERF_003955,CAM_000206,SEG_002308,CRE_000821,Streaming,23098,254,10,387.07,3.36,0.011
PERF_003956,CAM_000031,SEG_002058,CRE_000124,OOH,80110,699,15,347.44,6.43,0.0087
PERF_003957,CAM_000194,SEG_002481,CRE_000774,TV,84713,1159,13,1728.43,0.03,0.0137
PERF_003958,CAM_000227,SEG_000988,CRE_000907,Email,9129,119,5,18.41,32.7,0.0131
PERF_003959,CAM_000042,SEG_002356,CRE_000167,Retail,77844,588,13,586.85,2.3,0.0076
PERF_003960,CAM_000091,SEG_000247,CRE_000363,OOH,28581,549,22,69.59,29.45,0.0192
PERF_003961,CAM_000291,SEG_002366,CRE_001161,OOH,70417,1255,29,573.95,2.33,0.0178
PERF_003962,CAM_000113,SEG_001139,CRE_000449,TV,13894,91,1,513.21,-0.76,0.0066
PERF_003963,CAM_000054,SEG_001414,CRE_000216,Digital,90914,521,15,315.65,3.67,0.0057
PERF_003964,CAM_000364,SEG_001452,CRE_001391,Retail,90429,1647,65,489.6,18.97,0.0182
PERF_003965,CAM_000179,SEG_001962,CRE_000713,Radio,70788,635,8,501.46,0.23,0.009
PERF_003966,CAM_000094,SEG_001271,CRE_000376,Retail,75376,469,19,352.25,6.72,0.0062
PERF_003967,CAM_000260,SEG_000469,CRE_001039,Retail,54122,532,22,254.72,12.81,0.0098
PERF_003968,CAM_000323,SEG_000914,CRE_001267,Email,75442,925,9,733.61,-0.17,0.0123
PERF_003969,CAM_000241,SEG_000732,CRE_000962,Digital,40068,272,4,204.02,0.21,0.0068
PERF_003970,CAM_000011,SEG_001313,CRE_000041,OOH,16769,189,6,50.55,8.61,0.0113
PERF_003971,CAM_000250,SEG_000484,CRE_000997,Streaming,12063,110,5,297.51,0.37,0.0092
PERF_003972,CAM_000047,SEG_000134,CRE_000187,Radio,64801,379,9,511.65,2.1,0.0059
PERF_003973,CAM_000126,SEG_001128,CRE_000502,TV,20151,332,14,499.4,3.15,0.0165
PERF_003974,CAM_000293,SEG_002694,CRE_001169,Streaming,88950,1127,23,2128.09,-0.45,0.0127
PERF_003975,CAM_000392,SEG_000580,CRE_001476,Email,30504,270,4,67.36,7.36,0.0089
PERF_003976,CAM_000042,SEG_001090,CRE_000168,TV,67585,1150,25,2339.4,0.49,0.017
PERF_003977,CAM_000372,SEG_002481,CRE_001416,Print,63106,686,10,252.01,2.34,0.0109
PERF_003978,CAM_000063,SEG_000858,CRE_000252,Social,21685,263,11,126.86,5.59,0.0121
PERF_003979,CAM_000141,SEG_001907,CRE_000563,Streaming,96217,1474,15,1442.02,-0.32,0.0153
PERF_003980,CAM_000066,SEG_002740,CRE_000264,OOH,62232,1164,18,158.71,6.78,0.0187
PERF_003981,CAM_000302,SEG_001724,CRE_001205,Social,37558,620,16,360.85,3.27,0.0165
PERF_003982,CAM_000281,SEG_001033,CRE_001122,OOH,83004,1303,39,203.41,32.87,0.0157
PERF_003983,CAM_000170,SEG_002401,CRE_000678,Digital,8804,87,2,31.65,8.12,0.01
PERF_003984,CAM_000141,SEG_001575,CRE_000564,Email,89744,992,45,660.82,7.12,0.0111
PERF_003985,CAM_000108,SEG_001303,CRE_000431,TV,26251,322,5,467.4,1.1,0.0123
PERF_003986,CAM_000259,SEG_001139,CRE_001036,Streaming,95051,1846,52,1272.43,5.9,0.0194
PERF_003987,CAM_000063,SEG_000598,CRE_000249,Email,24626,462,11,216.7,5.0,0.0188
PERF_003988,CAM_000354,SEG_001216,CRE_001362,OOH,42584,767,27,248.37,13.6,0.018
PERF_003989,CAM_000042,SEG_002855,CRE_000168,Print,86630,1719,48,679.82,10.34,0.0198
PERF_003990,CAM_000315,SEG_000096,CRE_001243,Streaming,44313,532,19,626.93,0.99,0.012
PERF_003991,CAM_000320,SEG_001861,CRE_001259,Print,16737,249,10,108.36,6.16,0.0149
PERF_003992,CAM_000071,SEG_001127,CRE_000282,Email,23173,157,4,139.55,4.7,0.0068
PERF_003993,CAM_000128,SEG_000631,CRE_000510,Radio,31155,555,21,99.66,16.58,0.0178
PERF_003994,CAM_000080,SEG_002638,CRE_000320,Email,55919,1827,54,373.9,25.75,0.0327
PERF_003995,CAM_000085,SEG_000896,CRE_000337,Radio,75453,1418,50,746.58,2.87,0.0188
PERF_003996,CAM_000384,SEG_002363,CRE_001451,Social,79349,843,20,692.9,2.64,0.0106
PERF_003997,CAM_000126,SEG_002484,CRE_000502,Retail,35110,301,11,82.49,23.33,0.0086
PERF_003998,CAM_000307,SEG_000408,CRE_001221,Retail,89378,465,9,231.45,3.59,0.0052
PERF_003999,CAM_000378,SEG_000095,CRE_001433,Streaming,65133,398,16,1450.65,0.52,0.0061
PERF_004000,CAM_000400,SEG_002320,CRE_001499,Radio,8087,85,3,70.48,1.93,0.0106
PERF_004001,CAM_000221,SEG_000979,CRE_000884,TV,58901,1015,32,2160.57,0.25,0.0172
PERF_004002,CAM_000380,SEG_001162,CRE_001439,TV,51035,639,24,1180.5,1.35,0.0125
PERF_004003,CAM_000187,SEG_001695,CRE_000748,Digital,9768,80,2,28.12,8.29,0.0083
PERF_004004,CAM_000196,SEG_001358,CRE_000781,Print,43634,847,22,162.26,24.23,0.0194
PERF_004005,CAM_000300,SEG_002313,CRE_001199,OOH,90962,1272,12,503.07,0.21,0.014
PERF_004006,CAM_000144,SEG_000003,CRE_000576,Print,54673,615,23,477.96,6.96,0.0113
PERF_004007,CAM_000186,SEG_002841,CRE_000741,Digital,18481,221,5,48.25,18.62,0.012
PERF_004008,CAM_000154,SEG_000560,CRE_000615,OOH,15595,123,5,72.41,2.49,0.0079
PERF_004009,CAM_000385,SEG_001097,CRE_001454,TV,95574,1881,92,2914.47,0.95,0.0197
